<DATE>,<CLOSE>
2010.11.17,18.53
2010.11.18,18.77
2010.11.19,18.81
2010.11.22,18.53
2010.11.23,17.77
2010.11.24,18.02
2010.11.25,18.12
2010.11.26,18.12
2010.11.29,18.26
2010.11.30,18.12
2010.12.01,18.6
2010.12.02,18.44
2010.12.03,17.95
2010.12.06,17.59
2010.12.07,17.55
2010.12.08,17.3
2010.12.09,17.07
2010.12.10,16.99
2010.12.13,17.17
2010.12.14,17.16
2010.12.15,17.1
2010.12.16,16.93
2010.12.17,16.86
2010.12.20,16.55
2010.12.21,16.82
2010.12.22,17.01
2010.12.23,17.22
2010.12.27,17.12
2010.12.28,17.09
2010.12.29,17.2
2010.12.30,17.44
2011.01.03,17.42
2011.01.04,17.5
2011.01.05,17.75
2011.01.06,17.59
2011.01.07,17.17
2011.01.10,17.2
2011.01.11,17.41
2011.01.12,17.71
2011.01.13,17.54
2011.01.14,17.63
2011.01.17,17.42
2011.01.18,17.51
2011.01.19,17.26
2011.01.20,17.14
2011.01.21,17.06
2011.01.24,17.22
2011.01.26,17.2
2011.01.27,17.2
2011.01.28,16.85
2011.01.31,16.51
2011.02.01,16.59
2011.02.02,16.41
2011.02.03,16.24
2011.02.04,15.59
2011.02.07,15.69
2011.02.08,15.98
2011.02.09,15.58
2011.02.10,15.67
2011.02.11,16.41
2011.02.14,16.52
2011.02.15,16.87
2011.02.16,17.44
2011.02.17,17.33
2011.02.18,17.28
2011.02.21,17.01
2011.02.22,16.46
2011.02.23,16.49
2011.02.24,16.44
2011.02.25,16.36
2011.02.28,16.69
2011.03.01,16.24
2011.03.02,16.37
2011.03.03,16.57
2011.03.04,16.62
2011.03.09,16.18
2011.03.10,15.71
2011.03.11,15.81
2011.03.14,15.99
2011.03.15,16.17
2011.03.16,15.79
2011.03.17,15.76
2011.03.18,15.99
2011.03.21,16.01
2011.03.22,16.27
2011.03.23,16.33
2011.03.24,16.24
2011.03.25,16.16
2011.03.28,16.06
2011.03.29,15.97
2011.03.30,16.32
2011.03.31,16.73
2011.04.01,16.97
2011.04.04,16.92
2011.04.05,16.83
2011.04.06,16.87
2011.04.07,16.84
2011.04.08,16.64
2011.04.11,16.41
2011.04.12,16.06
2011.04.13,16.12
2011.04.14,16.01
2011.04.15,15.77
2011.04.18,15.76
2011.04.19,15.93
2011.04.20,16.43
2011.04.25,16.41
2011.04.26,16.64
2011.04.27,16.64
2011.04.28,16.24
2011.04.29,16.41
2011.05.02,16.35
2011.05.03,15.9
2011.05.04,15.59
2011.05.05,15.64
2011.05.06,16.05
2011.05.09,16.12
2011.05.10,16.5
2011.05.11,16.44
2011.05.12,16.58
2011.05.13,16.09
2011.05.16,15.79
2011.05.17,15.85
2011.05.18,15.44
2011.05.19,15.42
2011.05.20,15.37
2011.05.23,15.45
2011.05.24,15.67
2011.05.25,15.52
2011.05.26,16.0
2011.05.27,16.16
2011.05.30,16.11
2011.05.31,15.97
2011.06.01,15.72
2011.06.02,15.6
2011.06.03,15.6
2011.06.06,15.56
2011.06.07,15.83
2011.06.08,15.8
2011.06.09,15.68
2011.06.10,15.43
2011.06.13,15.58
2011.06.14,15.74
2011.06.15,15.71
2011.06.16,15.4
2011.06.17,15.4
2011.06.20,15.52
2011.06.21,15.4
2011.06.22,15.67
2011.06.24,15.49
2011.06.27,15.42
2011.06.28,15.76
2011.06.29,15.99
2011.06.30,16.1
2011.07.01,16.17
2011.07.04,16.34
2011.07.05,16.26
2011.07.06,16.13
2011.07.07,15.69
2011.07.08,15.26
2011.07.11,14.83
2011.07.12,14.86
2011.07.13,15.21
2011.07.14,14.94
2011.07.15,14.81
2011.07.18,14.42
2011.07.19,14.75
2011.07.20,15.05
2011.07.21,15.42
2011.07.22,15.56
2011.07.25,15.22
2011.07.26,14.91
2011.07.27,14.57
2011.07.28,14.8
2011.07.29,15.11
2011.08.01,15.19
2011.08.02,14.69
2011.08.03,14.52
2011.08.04,13.8
2011.08.05,13.79
2011.08.08,13.01
2011.08.09,13.94
2011.08.10,13.68
2011.08.11,13.95
2011.08.12,14.03
2011.08.15,14.23
2011.08.16,14.37
2011.08.17,14.87
2011.08.18,14.49
2011.08.19,14.54
2011.08.22,14.48
2011.08.23,14.87
2011.08.24,14.92
2011.08.25,14.84
2011.08.26,14.75
2011.08.29,15.08
2011.08.30,15.19
2011.08.31,15.5
2011.09.01,16.44
2011.09.02,16.02
2011.09.05,15.47
2011.09.06,15.73
2011.09.08,16.08
2011.09.09,15.43
2011.09.12,15.14
2011.09.13,15.07
2011.09.14,15.1
2011.09.15,15.19
2011.09.16,15.43
2011.09.19,15.17
2011.09.20,14.9
2011.09.21,14.56
2011.09.22,14.17
2011.09.23,14.02
2011.09.26,14.18
2011.09.27,14.48
2011.09.28,14.43
2011.09.29,14.6
2011.09.30,14.57
2011.10.03,14.04
2011.10.04,13.82
2011.10.05,13.84
2011.10.06,13.9
2011.10.07,13.49
2011.10.10,14.18
2011.10.11,13.7
2011.10.13,13.81
2011.10.14,13.9
2011.10.17,13.75
2011.10.18,14.08
2011.10.19,14.13
2011.10.20,13.96
2011.10.21,14.25
2011.10.24,14.59
2011.10.25,14.21
2011.10.26,14.46
2011.10.27,15.19
2011.10.28,15.31
2011.10.31,15.19
2011.11.01,15.13
2011.11.03,14.8
2011.11.04,14.84
2011.11.07,14.95
2011.11.08,14.9
2011.11.09,14.5
2011.11.10,14.34
2011.11.11,14.35
2011.11.14,14.84
2011.11.16,14.87
2011.11.17,14.54
2011.11.18,14.31
2011.11.21,14.26
2011.11.22,14.03
2011.11.23,13.68
2011.11.24,13.73
2011.11.25,13.66
2011.11.28,13.92
2011.11.29,13.69
2011.11.30,14.27
2011.12.01,14.87
2011.12.02,14.67
2011.12.05,14.25
2011.12.06,14.39
2011.12.07,14.03
2011.12.08,13.96
2011.12.09,14.27
2011.12.12,13.88
2011.12.13,13.92
2011.12.14,13.74
2011.12.15,13.59
2011.12.16,13.39
2011.12.19,13.26
2011.12.20,13.51
2011.12.21,13.81
2011.12.22,14.22
2011.12.23,14.28
2011.12.26,14.26
2011.12.27,14.35
2011.12.28,14.01
2011.12.29,14.14
2012.01.02,14.5
2012.01.03,14.43
2012.01.04,14.36
2012.01.05,14.21
2012.01.06,13.85
2012.01.09,13.96
2012.01.10,14.26
2012.01.11,14.47
2012.01.12,14.6
2012.01.13,14.74
2012.01.16,14.74
2012.01.17,14.85
2012.01.18,15.37
2012.01.19,15.4
2012.01.20,15.58
2012.01.23,15.58
2012.01.24,15.52
2012.01.26,15.86
2012.01.27,16.14
2012.01.30,16.33
2012.01.31,16.23
2012.02.01,16.4
2012.02.02,16.35
2012.02.03,16.29
2012.02.06,16.2
2012.02.07,16.26
2012.02.08,16.35
2012.02.09,15.99
2012.02.10,15.56
2012.02.13,15.75
2012.02.14,16.39
2012.02.15,16.71
2012.02.16,17.16
2012.02.17,16.71
2012.02.22,16.81
2012.02.23,16.66
2012.02.24,16.42
2012.02.27,16.21
2012.02.28,16.55
2012.02.29,16.6
2012.03.01,16.85
2012.03.02,17.17
2012.03.05,17.2
2012.03.06,16.9
2012.03.07,17.14
2012.03.08,17.18
2012.03.09,17.24
2012.03.12,17.32
2012.03.13,17.77
2012.03.14,17.41
2012.03.15,17.17
2012.03.16,17.33
2012.03.19,17.25
2012.03.20,17.2
2012.03.21,16.9
2012.03.22,16.35
2012.03.23,16.22
2012.03.26,16.63
2012.03.27,16.58
2012.03.28,16.35
2012.03.29,16.0
2012.03.30,15.75
2012.04.02,15.69
2012.04.03,15.61
2012.04.04,14.69
2012.04.05,14.65
2012.04.09,14.62
2012.04.10,14.71
2012.04.11,14.92
2012.04.12,15.28
2012.04.13,14.87
2012.04.16,14.51
2012.04.17,14.19
2012.04.18,14.42
2012.04.19,14.46
2012.04.20,14.63
2012.04.23,14.43
2012.04.24,14.32
2012.04.25,13.98
2012.04.26,14.11
2012.04.27,14.29
2012.04.30,14.31
2012.05.02,13.92
2012.05.03,13.72
2012.05.04,13.75
2012.05.07,13.88
2012.05.08,13.91
2012.05.09,13.57
2012.05.10,13.55
2012.05.11,13.55
2012.05.14,12.97
2012.05.15,12.49
2012.05.16,12.42
2012.05.17,11.81
2012.05.18,12.27
2012.05.21,13.01
2012.05.22,13.04
2012.05.23,12.49
2012.05.24,12.55
2012.05.25,12.66
2012.05.28,12.55
2012.05.29,12.39
2012.05.30,12.13
2012.05.31,12.18
2012.06.01,12.15
2012.06.04,11.74
2012.06.05,11.45
2012.06.06,11.69
2012.06.08,11.7
2012.06.11,11.81
2012.06.12,11.81
2012.06.13,11.78
2012.06.14,11.57
2012.06.15,11.68
2012.06.18,12.14
2012.06.19,12.64
2012.06.20,12.59
2012.06.21,12.48
2012.06.22,12.28
2012.06.25,11.8
2012.06.26,11.52
2012.06.27,11.62
2012.06.28,11.59
2012.06.29,12.07
2012.07.02,12.14
2012.07.03,12.33
2012.07.04,12.33
2012.07.05,12.3
2012.07.06,12.01
2012.07.10,11.67
2012.07.11,11.47
2012.07.12,11.51
2012.07.13,11.62
2012.07.16,11.33
2012.07.17,11.25
2012.07.18,12.03
2012.07.19,12.3
2012.07.20,12.31
2012.07.23,12.08
2012.07.24,12.17
2012.07.25,11.89
2012.07.26,12.72
2012.07.27,13.37
2012.07.30,13.59
2012.07.31,13.47
2012.08.01,13.72
2012.08.02,13.65
2012.08.03,14.29
2012.08.06,14.73
2012.08.07,14.55
2012.08.08,14.76
2012.08.09,14.45
2012.08.10,14.94
2012.08.13,14.48
2012.08.14,13.88
2012.08.15,14.3
2012.08.16,14.55
2012.08.17,14.59
2012.08.20,14.44
2012.08.21,14.4
2012.08.22,14.57
2012.08.23,14.36
2012.08.24,14.3
2012.08.27,14.63
2012.08.28,14.95
2012.08.29,14.7
2012.08.30,14.53
2012.08.31,14.4
2012.09.03,14.6
2012.09.04,14.53
2012.09.05,15.04
2012.09.06,15.42
2012.09.10,15.57
2012.09.11,15.69
2012.09.12,16.03
2012.09.13,16.37
2012.09.14,16.66
2012.09.17,16.56
2012.09.18,16.31
2012.09.19,16.63
2012.09.20,16.78
2012.09.21,16.67
2012.09.24,16.61
2012.09.25,16.09
2012.09.26,16.19
2012.09.27,16.22
2012.09.28,15.59
2012.10.01,15.71
2012.10.02,15.78
2012.10.03,15.61
2012.10.04,15.41
2012.10.05,14.77
2012.10.08,14.33
2012.10.09,14.31
2012.10.10,14.11
2012.10.11,14.53
2012.10.15,14.52
2012.10.16,14.33
2012.10.17,14.48
2012.10.18,14.39
2012.10.19,14.27
2012.10.22,14.27
2012.10.23,13.83
2012.10.24,13.69
2012.10.25,13.95
2012.10.26,13.69
2012.10.29,13.76
2012.10.30,13.77
2012.10.31,13.62
2012.11.01,14.51
2012.11.05,14.11
2012.11.06,14.46
2012.11.07,14.11
2012.11.08,13.48
2012.11.09,13.17
2012.11.12,13.06
2012.11.13,13.32
2012.11.14,13.3
2012.11.16,13.21
2012.11.19,13.23
2012.11.21,13.27
2012.11.22,13.21
2012.11.23,13.58
2012.11.26,13.82
2012.11.27,13.84
2012.11.28,13.84
2012.11.29,14.08
2012.11.30,13.84
2012.12.03,13.94
2012.12.04,13.93
2012.12.05,14.19
2012.12.06,14.13
2012.12.07,14.43
2012.12.10,14.53
2012.12.11,14.53
2012.12.12,14.66
2012.12.13,14.44
2012.12.14,14.33
2012.12.17,14.26
2012.12.18,14.71
2012.12.19,15.49
2012.12.20,16.0
2012.12.21,16.13
2012.12.26,16.0
2012.12.27,16.04
2012.12.28,16.39
2013.01.02,16.52
2013.01.03,16.84
2013.01.04,16.64
2013.01.07,16.74
2013.01.08,16.93
2013.01.09,17.09
2013.01.10,16.84
2013.01.11,16.63
2013.01.14,17.24
2013.01.15,17.09
2013.01.16,17.2
2013.01.17,17.16
2013.01.18,16.77
2013.01.21,16.6
2013.01.22,16.41
2013.01.23,16.32
2013.01.24,16.26
2013.01.28,15.82
2013.01.29,16.02
2013.01.30,15.88
2013.01.31,15.62
2013.02.01,15.56
2013.02.04,15.27
2013.02.05,15.4
2013.02.06,15.32
2013.02.07,15.14
2013.02.08,15.25
2013.02.13,15.27
2013.02.14,15.24
2013.02.15,15.62
2013.02.18,15.42
2013.02.19,15.7
2013.02.20,15.56
2013.02.21,16.19
2013.02.22,16.47
2013.02.25,16.27
2013.02.26,16.25
2013.02.27,16.74
2013.02.28,16.86
2013.03.01,17.17
2013.03.04,17.15
2013.03.05,17.06
2013.03.06,17.24
2013.03.07,17.32
2013.03.08,17.64
2013.03.11,17.57
2013.03.12,17.37
2013.03.13,17.19
2013.03.14,17.26
2013.03.15,17.21
2013.03.18,16.98
2013.03.19,17.23
2013.03.20,17.52
2013.03.21,17.51
2013.03.22,17.38
2013.03.25,17.27
2013.03.26,17.41
2013.03.27,17.57
2013.03.28,17.93
2013.04.01,18.05
2013.04.02,18.06
2013.04.03,17.67
2013.04.04,17.27
2013.04.05,17.36
2013.04.08,17.65
2013.04.09,18.02
2013.04.10,18.41
2013.04.11,18.5
2013.04.12,18.52
2013.04.15,18.19
2013.04.16,18.39
2013.04.17,18.03
2013.04.18,17.53
2013.04.19,17.38
2013.04.22,17.35
2013.04.23,17.49
2013.04.24,17.11
2013.04.25,16.81
2013.04.26,16.46
2013.04.29,16.31
2013.04.30,16.42
2013.05.02,16.3
2013.05.03,16.19
2013.05.06,15.92
2013.05.07,16.6
2013.05.08,16.63
2013.05.09,16.51
2013.05.10,16.61
2013.05.13,16.42
2013.05.14,16.5
2013.05.15,16.12
2013.05.16,16.44
2013.05.17,16.93
2013.05.20,17.36
2013.05.21,17.21
2013.05.22,17.49
2013.05.23,17.47
2013.05.24,17.5
2013.05.27,17.58
2013.05.28,17.57
2013.05.29,16.96
2013.05.31,16.65
2013.06.03,16.74
2013.06.04,16.42
2013.06.05,16.03
2013.06.06,15.97
2013.06.07,15.54
2013.06.10,15.7
2013.06.11,15.31
2013.06.12,14.83
2013.06.13,15.14
2013.06.14,15.22
2013.06.17,15.26
2013.06.18,15.0
2013.06.19,14.53
2013.06.20,14.04
2013.06.21,14.02
2013.06.24,13.99
2013.06.25,14.11
2013.06.26,14.14
2013.06.27,14.29
2013.06.28,14.69
2013.07.01,14.71
2013.07.02,13.88
2013.07.03,13.48
2013.07.04,13.68
2013.07.05,13.57
2013.07.08,13.55
2013.07.10,13.64
2013.07.11,14.04
2013.07.12,13.94
2013.07.15,14.33
2013.07.16,14.74
2013.07.17,14.87
2013.07.18,15.0
2013.07.19,14.8
2013.07.22,15.11
2013.07.23,15.3
2013.07.24,15.18
2013.07.25,15.0
2013.07.26,14.93
2013.07.29,15.06
2013.07.30,15.23
2013.07.31,15.05
2013.08.01,15.37
2013.08.02,15.14
2013.08.05,14.75
2013.08.06,14.22
2013.08.07,14.15
2013.08.08,14.68
2013.08.09,15.0
2013.08.12,15.24
2013.08.13,15.5
2013.08.14,15.58
2013.08.15,15.4
2013.08.16,15.37
2013.08.19,14.95
2013.08.20,14.8
2013.08.21,14.59
2013.08.22,15.09
2013.08.23,15.29
2013.08.26,14.99
2013.08.27,14.99
2013.08.28,15.19
2013.08.29,15.53
2013.08.30,15.81
2013.09.02,15.98
2013.09.03,15.83
2013.09.04,15.96
2013.09.05,16.2
2013.09.06,16.33
2013.09.09,16.66
2013.09.10,16.95
2013.09.11,16.85
2013.09.12,16.57
2013.09.13,16.72
2013.09.16,16.82
2013.09.17,17.09
2013.09.18,17.66
2013.09.19,17.83
2013.09.20,17.76
2013.09.23,18.27
2013.09.24,18.07
2013.09.25,17.94
2013.09.26,17.9
2013.09.27,18.41
2013.09.30,18.01
2013.10.01,18.17
2013.10.02,18.21
2013.10.03,18.22
2013.10.04,18.26
2013.10.07,18.33
2013.10.08,18.13
2013.10.09,18.45
2013.10.10,18.67
2013.10.11,18.59
2013.10.14,18.85
2013.10.15,18.84
2013.10.16,19.26
2013.10.17,19.35
2013.10.18,19.75
2013.10.21,19.57
2013.10.22,19.61
2013.10.23,19.5
2013.10.24,19.74
2013.10.25,19.97
2013.10.28,19.89
2013.10.29,19.96
2013.10.30,20.38
2013.10.31,20.72
2013.11.01,20.69
2013.11.04,20.82
2013.11.05,20.52
2013.11.06,20.01
2013.11.07,19.92
2013.11.08,19.39
2013.11.11,19.57
2013.11.12,18.53
2013.11.13,18.41
2013.11.14,18.72
2013.11.18,18.82
2013.11.19,18.18
2013.11.21,17.81
2013.11.22,17.22
2013.11.25,16.77
2013.11.26,17.29
2013.11.27,17.74
2013.11.28,17.79
2013.11.29,17.97
2013.12.02,17.4
2013.12.03,17.04
2013.12.04,16.7
2013.12.05,17.32
2013.12.06,17.35
2013.12.09,17.44
2013.12.10,17.18
2013.12.11,16.72
2013.12.12,16.85
2013.12.13,17.06
2013.12.16,17.01
2013.12.17,17.03
2013.12.18,17.13
2013.12.19,17.27
2013.12.20,17.34
2013.12.23,17.35
2013.12.26,17.3
2013.12.27,17.18
2013.12.30,17.27
2014.01.02,16.98
2014.01.03,17.11
2014.01.06,16.91
2014.01.07,16.62
2014.01.08,16.28
2014.01.09,15.68
2014.01.10,16.24
2014.01.13,16.06
2014.01.14,16.57
2014.01.15,16.4
2014.01.16,16.28
2014.01.17,15.85
2014.01.20,15.78
2014.01.21,15.85
2014.01.22,15.89
2014.01.23,15.22
2014.01.24,14.98
2014.01.27,15.17
2014.01.28,15.0
2014.01.29,14.33
2014.01.30,14.22
2014.01.31,14.78
2014.02.03,14.24
2014.02.04,14.71
2014.02.05,14.61
2014.02.06,15.29
2014.02.07,15.21
2014.02.10,15.62
2014.02.11,15.46
2014.02.12,15.5
2014.02.13,14.73
2014.02.14,14.59
2014.02.17,14.59
2014.02.18,14.17
2014.02.19,14.0
2014.02.20,14.57
2014.02.21,14.41
2014.02.24,14.05
2014.02.25,14.1
2014.02.26,13.89
2014.02.27,14.46
2014.02.28,14.75
2014.03.05,14.75
2014.03.06,14.43
2014.03.07,14.17
2014.03.10,14.04
2014.03.11,13.92
2014.03.12,13.94
2014.03.13,13.86
2014.03.14,13.65
